Count of Customer.ID,Column Labels,,,,
JO-55501,$110.01,,,,
Jesus Ocampo,$110.01,,,,
JO-55502,-$68.55,,,,
Jesus Ocampo,-$68.55,,,,
JP-154601,$209.07,,,,
Jennifer Patt,$209.07,,,,
JP-154602,$760.33,,,,
Jennifer Patt,$760.33,,,,
JP-154603,$240.79,,,,
Jennifer Patt,$240.79,,,,
JP-154604,$429.75,,,,
Jennifer Patt,$429.75,,,,
JP-155201,$170.59,,,,
Jeremy Pistek,$170.59,,,,
JP-155202,"$1,458.17",,,,
Jeremy Pistek,"$1,458.17",,,,
JP-155203,$468.80,,,,
Jeremy Pistek,$468.80,,,,
JP-155204,$757.18,,,,
Jeremy Pistek,$757.18,,,,
JP-161351,"$1,003.25",,,,
Julie Prescott,"$1,003.25",,,,
JP-161352,$606.93,,,,
Julie Prescott,$606.93,,,,
JP-161353,$116.12,,,,
Julie Prescott,$116.12,,,,
JP-161354,$309.71,,,,
Julie Prescott,$309.71,,,,
JP-54601,$35.43,,,,
Jennifer Patt,$35.43,,,,
JP-54602,$209.34,,,,
Jennifer Patt,$209.34,,,,
JP-54603,$194.72,,,,
Jennifer Patt,$194.72,,,,
JP-55201,$352.58,,,,
Jeremy Pistek,$352.58,,,,
JP-55202,$61.20,,,,
Jeremy Pistek,$61.20,,,,
JP-55203,-$98.36,,,,
Jeremy Pistek,-$98.36,,,,
JP-61351,$24.57,,,,
Julie Prescott,$24.57,,,,
JP-61352,"$1,418.46",,,,
Julie Prescott,"$1,418.46",,,,
JR-156701,$136.88,,,,
Jim Radford,$136.88,,,,
JR-156702,$74.49,,,,
Jim Radford,$74.49,,,,
JR-156703,-$612.20,,,,
Jim Radford,-$612.20,,,,
JR-156704,-$785.16,,,,
Jim Radford,-$785.16,,,,
JR-157001,$954.91,,,,
Jocasta Rupert,$954.91,,,,
JR-157002,$279.77,,,,
Jocasta Rupert,$279.77,,,,
JR-157003,-$526.81,,,,
Jocasta Rupert,-$526.81,,,,
JR-157004,$107.99,,,,
Jocasta Rupert,$107.99,,,,
JR-162101,$170.21,,,,
Justin Ritter,$170.21,,,,
JR-162102,$345.33,,,,
Justin Ritter,$345.33,,,,
JR-162103,$254.03,,,,
Justin Ritter,$254.03,,,,
JR-162104,$452.37,,,,
Justin Ritter,$452.37,,,,
JR-56701,$199.68,,,,
Jim Radford,$199.68,,,,
JR-56702,$225.89,,,,
Jim Radford,$225.89,,,,
JR-57001,$393.89,,,,
Jocasta Rupert,$393.89,,,,
JR-57002,-$277.22,,,,
Jocasta Rupert,-$277.22,,,,
JR-62101,$102.69,,,,
Justin Ritter,$102.69,,,,
JR-62102,$8.40,,,,
Justin Ritter,$8.40,,,,
JR-62103,-$26.28,,,,
Justin Ritter,-$26.28,,,,
JS-155951,$436.10,,,,
Jill Stevenson,$436.10,,,,
JS-155952,$294.28,,,,
Jill Stevenson,$294.28,,,,
JS-155953,$7.74,,,,
Jill Stevenson,$7.74,,,,
JS-155954,-$175.55,,,,
Jill Stevenson,-$175.55,,,,
JS-156851,$744.82,,,,
Jim Sink,$744.82,,,,
JS-156852,$478.37,,,,
Jim Sink,$478.37,,,,
JS-156853,$679.72,,,,
Jim Sink,$679.72,,,,
JS-156854,-$54.87,,,,
Jim Sink,-$54.87,,,,
JS-158801,"$1,042.47",,,,
John Stevenson,"$1,042.47",,,,
JS-158802,-$109.55,,,,
John Stevenson,-$109.55,,,,
JS-158803,-$26.85,,,,
John Stevenson,-$26.85,,,,
JS-158804,$564.98,,,,
John Stevenson,$564.98,,,,
JS-159401,$10.86,,,,
Joni Sundaresam,$10.86,,,,
JS-159402,$268.34,,,,
Joni Sundaresam,$268.34,,,,
JS-159403,$21.98,,,,
Joni Sundaresam,$21.98,,,,
JS-159404,-$327.93,,,,
Joni Sundaresam,-$327.93,,,,
JS-160301,-$0.11,,,,
Joy Smith,-$0.11,,,,
JS-160302,-$237.24,,,,
Joy Smith,-$237.24,,,,
JS-160303,-$126.84,,,,
Joy Smith,-$126.84,,,,
JS-160304,-$311.26,,,,
Joy Smith,-$311.26,,,,
JS-55951,-$5.90,,,,
Jill Stevenson,-$5.90,,,,
JS-55952,$6.87,,,,
Jill Stevenson,$6.87,,,,
JS-55953,-$724.73,,,,
Jill Stevenson,-$724.73,,,,
JS-56851,$38.31,,,,
Jim Sink,$38.31,,,,
JS-56852,$464.13,,,,
Jim Sink,$464.13,,,,
JS-58801,"-$1,145.25",,,,
John Stevenson,"-$1,145.25",,,,
JS-58802,$165.60,,,,
John Stevenson,$165.60,,,,
JS-59401,$91.00,,,,
Joni Sundaresam,$91.00,,,,
JS-59402,$4.11,,,,
Joni Sundaresam,$4.11,,,,
JS-59403,-$56.38,,,,
Joni Sundaresam,-$56.38,,,,
JS-60301,$476.04,,,,
Joy Smith,$476.04,,,,
JS-60302,$106.20,,,,
Joy Smith,$106.20,,,,
JS-60303,-$9.79,,,,
Joy Smith,-$9.79,,,,
JW-152201,"$1,036.22",,,,
Jane Waco,"$1,036.22",,,,
JW-152202,$622.40,,,,
Jane Waco,$622.40,,,,
JW-152203,$282.83,,,,
Jane Waco,$282.83,,,,
JW-152204,"$2,173.71",,,,
Jane Waco,"$2,173.71",,,,
JW-159551,$398.27,,,,
Joni Wasserman,$398.27,,,,
JW-159552,$114.09,,,,
Joni Wasserman,$114.09,,,,
JW-159553,$142.01,,,,
Joni Wasserman,$142.01,,,,
JW-159554,-$29.58,,,,
Joni Wasserman,-$29.58,,,,
JW-160751,$118.59,,,,
Julia West,$118.59,,,,
JW-160752,"$1,732.71",,,,
Julia West,"$1,732.71",,,,
JW-160753,$672.13,,,,
Julia West,$672.13,,,,
JW-160754,$154.06,,,,
Julia West,$154.06,,,,
JW-52201,"$1,991.49",,,,
Jane Waco,"$1,991.49",,,,
JW-52202,$159.20,,,,
Jane Waco,$159.20,,,,
JW-59551,$87.12,,,,
Joni Wasserman,$87.12,,,,
JW-59552,-$54.81,,,,
Joni Wasserman,-$54.81,,,,
JW-60751,$231.48,,,,
Julia West,$231.48,,,,
JW-60752,$41.04,,,,
Julia West,$41.04,,,,
KA-165251,"$1,483.18",,,,
Kelly Andreada,"$1,483.18",,,,
KA-165252,-$699.20,,,,
Kelly Andreada,-$699.20,,,,
KA-165253,$281.02,,,,
Kelly Andreada,$281.02,,,,
KA-165254,$234.92,,,,
Kelly Andreada,$234.92,,,,
KA-65251,-$192.88,,,,
Kelly Andreada,-$192.88,,,,
KA-65252,$294.36,,,,
Kelly Andreada,$294.36,,,,
KB-162401,$228.74,,,,
Karen Bern,$228.74,,,,
KB-162402,$319.40,,,,
Karen Bern,$319.40,,,,
KB-162403,$489.50,,,,
Karen Bern,$489.50,,,,
KB-162404,$763.91,,,,
Karen Bern,$763.91,,,,
KB-163151,"$1,038.97",,,,
Karl Braun,"$1,038.97",,,,
KB-163152,$92.15,,,,
Karl Braun,$92.15,,,,
KB-163153,$239.26,,,,
Karl Braun,$239.26,,,,
KB-163154,$49.72,,,,
Karl Braun,$49.72,,,,
KB-164051,$982.72,,,,
Katrina Bavinger,$982.72,,,,
KB-164052,-$390.85,,,,
Katrina Bavinger,-$390.85,,,,
KB-164053,-$142.16,,,,
Katrina Bavinger,-$142.16,,,,
KB-164054,$274.30,,,,
Katrina Bavinger,$274.30,,,,
KB-165851,$551.81,,,,
Ken Black,$551.81,,,,
KB-165852,$328.29,,,,
Ken Black,$328.29,,,,
KB-165853,-$61.24,,,,
Ken Black,-$61.24,,,,
KB-165854,$579.36,,,,
Ken Black,$579.36,,,,
KB-166001,$365.43,,,,
Ken Brennan,$365.43,,,,
KB-166002,$221.58,,,,
Ken Brennan,$221.58,,,,
KB-166003,$6.79,,,,
Ken Brennan,$6.79,,,,
KB-166004,$293.55,,,,
Ken Brennan,$293.55,,,,
KB-62401,$219.51,,,,
Karen Bern,$219.51,,,,
KB-62402,$298.02,,,,
Karen Bern,$298.02,,,,
KB-63151,$39.64,,,,
Karl Braun,$39.64,,,,
KB-63152,$326.14,,,,
Karl Braun,$326.14,,,,
KB-64051,-$105.76,,,,
Katrina Bavinger,-$105.76,,,,
KB-65851,-$47.19,,,,
Ken Black,-$47.19,,,,
KB-66001,$50.03,,,,
Ken Brennan,$50.03,,,,
KB-66002,$13.17,,,,
Ken Brennan,$13.17,,,,
KB-66003,$95.70,,,,
Ken Brennan,$95.70,,,,
KC-162551,$558.03,,,,
Karen Carlisle,$558.03,,,,
KC-162552,$260.81,,,,
Karen Carlisle,$260.81,,,,
KC-162553,$474.75,,,,
Karen Carlisle,$474.75,,,,
KC-162554,$846.12,,,,
Karen Carlisle,$846.12,,,,
KC-165401,$445.65,,,,
Kelly Collister,$445.65,,,,
KC-165402,$177.58,,,,
Kelly Collister,$177.58,,,,
KC-165403,"$1,011.23",,,,
Kelly Collister,"$1,011.23",,,,
KC-165404,$709.42,,,,
Kelly Collister,$709.42,,,,
KC-166751,-$27.61,,,,
Kimberly Carter,-$27.61,,,,
KC-166752,"$1,941.87",,,,
Kimberly Carter,"$1,941.87",,,,
KC-166753,$194.87,,,,
Kimberly Carter,$194.87,,,,
KC-166754,$156.78,,,,
Kimberly Carter,$156.78,,,,
KC-62551,$39.44,,,,
Karen Carlisle,$39.44,,,,
KC-62552,-$199.66,,,,
Karen Carlisle,-$199.66,,,,
KC-65401,-$19.18,,,,
Kelly Collister,-$19.18,,,,
KC-65402,$33.40,,,,
Kelly Collister,$33.40,,,,
KC-66751,$3.18,,,,
Kimberly Carter,$3.18,,,,
KC-66752,-$124.13,,,,
Kimberly Carter,-$124.13,,,,
KD-162701,"$1,197.84",,,,
Karen Daniels,"$1,197.84",,,,
KD-162702,"$1,003.90",,,,
Karen Daniels,"$1,003.90",,,,
KD-162703,$604.80,,,,
Karen Daniels,$604.80,,,,
KD-162704,"$1,107.70",,,,
Karen Daniels,"$1,107.70",,,,
KD-163451,"$1,704.70",,,,
Katherine Ducich,"$1,704.70",,,,
KD-163452,$321.85,,,,
Katherine Ducich,$321.85,,,,
KD-163453,$7.98,,,,
Katherine Ducich,$7.98,,,,
KD-163454,$328.59,,,,
Katherine Ducich,$328.59,,,,
KD-164951,$711.44,,,,
Keith Dawkins,$711.44,,,,
KD-164952,"$1,496.47",,,,
Keith Dawkins,"$1,496.47",,,,
KD-164953,-$93.57,,,,
Keith Dawkins,-$93.57,,,,
KD-164954,"$3,038.63",,,,
Keith Dawkins,"$3,038.63",,,,
KD-166151,$270.59,,,,
Ken Dana,$270.59,,,,
KD-166152,$730.53,,,,
Ken Dana,$730.53,,,,
KD-166153,$179.71,,,,
Ken Dana,$179.71,,,,
KD-166154,$539.72,,,,
Ken Dana,$539.72,,,,
KD-62701,"-$1,023.54",,,,
Karen Daniels,"-$1,023.54",,,,
KD-63451,$46.05,,,,
Katherine Ducich,$46.05,,,,
KD-63452,$19.65,,,,
Katherine Ducich,$19.65,,,,
KD-64951,$165.72,,,,
Keith Dawkins,$165.72,,,,
KD-64952,$167.49,,,,
Keith Dawkins,$167.49,,,,
KD-66151,$30.18,,,,
Ken Dana,$30.18,,,,
KE-164201,$397.29,,,,
Katrina Edelman,$397.29,,,,
KE-164202,-$945.37,,,,
Katrina Edelman,-$945.37,,,,
KE-164203,"$1,336.35",,,,
Katrina Edelman,"$1,336.35",,,,
KE-164204,$397.88,,,,
Katrina Edelman,$397.88,,,,
KE-64201,$150.57,,,,
Katrina Edelman,$150.57,,,,
KE-64202,-$50.18,,,,
Katrina Edelman,-$50.18,,,,
KF-162851,$500.67,,,,
Karen Ferguson,$500.67,,,,
KF-162852,$420.55,,,,
Karen Ferguson,$420.55,,,,
KF-162853,$395.03,,,,
Karen Ferguson,$395.03,,,,
KF-162854,"$1,660.14",,,,
Karen Ferguson,"$1,660.14",,,,
KF-62851,$62.59,,,,
Karen Ferguson,$62.59,,,,
KF-62852,-$653.79,,,,
Karen Ferguson,-$653.79,,,,
KH-163301,"$2,249.45",,,,
Katharine Harms,"$2,249.45",,,,
KH-163302,$352.26,,,,
Katharine Harms,$352.26,,,,
KH-163303,$149.36,,,,
Katharine Harms,$149.36,,,,
KH-163304,$454.79,,,,
Katharine Harms,$454.79,,,,
KH-163601,$572.78,,,,
Katherine Hughes,$572.78,,,,
KH-163602,$19.99,,,,
Katherine Hughes,$19.99,,,,
KH-163603,$421.25,,,,
Katherine Hughes,$421.25,,,,
KH-163604,$528.21,,,,
Katherine Hughes,$528.21,,,,
KH-165101,$378.20,,,,
Keith Herrera,$378.20,,,,
KH-165102,$354.37,,,,
Keith Herrera,$354.37,,,,
KH-165103,$325.12,,,,
Keith Herrera,$325.12,,,,
KH-165104,$656.12,,,,
Keith Herrera,$656.12,,,,
KH-166301,$37.93,,,,
Ken Heidel,$37.93,,,,
KH-166302,$63.84,,,,
Ken Heidel,$63.84,,,,
KH-166303,$376.52,,,,
Ken Heidel,$376.52,,,,
KH-166304,$727.38,,,,
Ken Heidel,$727.38,,,,
KH-166901,-$152.77,,,,
Kristen Hastings,-$152.77,,,,
KH-166902,$543.13,,,,
Kristen Hastings,$543.13,,,,
KH-166903,$749.63,,,,
Kristen Hastings,$749.63,,,,
KH-166904,"$1,227.51",,,,
Kristen Hastings,"$1,227.51",,,,
KH-63301,-$180.46,,,,
Katharine Harms,-$180.46,,,,
KH-63302,$585.62,,,,
Katharine Harms,$585.62,,,,
KH-63601,$99.32,,,,
Katherine Hughes,$99.32,,,,
KH-63602,$200.85,,,,
Katherine Hughes,$200.85,,,,
KH-65101,$475.02,,,,
Keith Herrera,$475.02,,,,
KH-65102,$8.01,,,,
Keith Herrera,$8.01,,,,
KH-66301,$57.72,,,,
Ken Heidel,$57.72,,,,
KH-66302,$242.59,,,,
Ken Heidel,$242.59,,,,
KH-66901,$154.20,,,,
Kristen Hastings,$154.20,,,,
KH-66902,$19.14,,,,
Kristen Hastings,$19.14,,,,
KH-66903,-$170.26,,,,
Kristen Hastings,-$170.26,,,,
KL-165551,$326.41,,,,
Kelly Lampkin,$326.41,,,,
KL-165552,$504.81,,,,
Kelly Lampkin,$504.81,,,,
KL-165553,-$67.52,,,,
Kelly Lampkin,-$67.52,,,,
KL-165554,-$182.78,,,,
Kelly Lampkin,-$182.78,,,,
KL-166451,-$888.79,,,,
Ken Lonsdale,-$888.79,,,,
KL-166452,$789.22,,,,
Ken Lonsdale,$789.22,,,,
KL-166453,$105.33,,,,
Ken Lonsdale,$105.33,,,,
KL-166454,$806.86,,,,
Ken Lonsdale,$806.86,,,,
KL-65551,$46.15,,,,
Kelly Lampkin,$46.15,,,,
KL-65552,$111.68,,,,
Kelly Lampkin,$111.68,,,,
KL-66451,-$611.12,,,,
Ken Lonsdale,-$611.12,,,,
KL-66452,-$46.60,,,,
Ken Lonsdale,-$46.60,,,,
KM-162251,-$579.93,,,,
Kalyca Meade,-$579.93,,,,
KM-162252,$59.40,,,,
Kalyca Meade,$59.40,,,,
KM-162253,$112.66,,,,
Kalyca Meade,$112.66,,,,
KM-162254,$635.11,,,,
Kalyca Meade,$635.11,,,,
KM-163751,$298.97,,,,
Katherine Murray,$298.97,,,,
KM-163752,-$16.88,,,,
Katherine Murray,-$16.88,,,,
KM-163753,-$61.43,,,,
Katherine Murray,-$61.43,,,,
KM-163754,$973.79,,,,
Katherine Murray,$973.79,,,,
KM-166601,-$34.14,,,,
Khloe Miller,-$34.14,,,,
KM-166602,$681.78,,,,
Khloe Miller,$681.78,,,,
KM-166603,$149.56,,,,
Khloe Miller,$149.56,,,,
KM-166604,$91.14,,,,
Khloe Miller,$91.14,,,,
KM-167201,$400.64,,,,
Kunst Miller,$400.64,,,,
KM-167202,$160.14,,,,
Kunst Miller,$160.14,,,,
KM-167203,$330.62,,,,
Kunst Miller,$330.62,,,,
KM-167204,$745.77,,,,
Kunst Miller,$745.77,,,,
KM-62251,-$17.12,,,,
Kalyca Meade,-$17.12,,,,
KM-62252,$159.41,,,,
Kalyca Meade,$159.41,,,,
KM-63751,$16.24,,,,
Katherine Murray,$16.24,,,,
KM-63752,$84.60,,,,
Katherine Murray,$84.60,,,,
KM-63753,$155.79,,,,
Katherine Murray,$155.79,,,,
KM-66601,$9.42,,,,
Khloe Miller,$9.42,,,,
KM-66602,-$49.87,,,,
Khloe Miller,-$49.87,,,,
KM-67201,"$1,122.02",,,,
Kunst Miller,"$1,122.02",,,,
KN-163901,$871.21,,,,
Katherine Nockton,$871.21,,,,
KN-163902,"$2,729.58",,,,
Katherine Nockton,"$2,729.58",,,,
KN-163903,$618.18,,,,
Katherine Nockton,$618.18,,,,
KN-163904,-$151.15,,,,
Katherine Nockton,-$151.15,,,,
KN-164501,"$1,638.13",,,,
Kean Nguyen,"$1,638.13",,,,
KN-164502,$194.66,,,,
Kean Nguyen,$194.66,,,,
KN-164503,$565.49,,,,
Kean Nguyen,$565.49,,,,
KN-164504,$114.31,,,,
Kean Nguyen,$114.31,,,,
KN-167051,$565.53,,,,
Kristina Nunn,$565.53,,,,
KN-167052,$107.18,,,,
Kristina Nunn,$107.18,,,,
KN-167053,-$66.97,,,,
Kristina Nunn,-$66.97,,,,
KN-167054,$329.76,,,,
Kristina Nunn,$329.76,,,,
KN-63901,$41.04,,,,
Katherine Nockton,$41.04,,,,
KN-63902,$36.33,,,,
Katherine Nockton,$36.33,,,,
KN-64501,$373.49,,,,
Kean Nguyen,$373.49,,,,
KN-64502,-$628.87,,,,
Kean Nguyen,-$628.87,,,,
KN-67051,$71.82,,,,
Kristina Nunn,$71.82,,,,
KN-67052,$691.19,,,,
Kristina Nunn,$691.19,,,,
KS-163001,$350.35,,,,
Karen Seio,$350.35,,,,
KS-163002,$568.54,,,,
Karen Seio,$568.54,,,,
KS-163003,$160.99,,,,
Karen Seio,$160.99,,,,
KS-163004,$0.11,,,,
Karen Seio,$0.11,,,,
KS-63001,$28.23,,,,
Karen Seio,$28.23,,,,
KS-63002,$5.46,,,,
Karen Seio,$5.46,,,,
KT-164651,$932.63,,,,
Kean Takahito,$932.63,,,,
KT-164652,-$179.90,,,,
Kean Takahito,-$179.90,,,,
KT-164653,-$417.15,,,,
Kean Takahito,-$417.15,,,,
KT-164654,$254.00,,,,
Kean Takahito,$254.00,,,,
KT-164801,-$358.81,,,,
Kean Thornton,-$358.81,,,,
KT-164802,-$1.65,,,,
Kean Thornton,-$1.65,,,,
KT-164803,$10.24,,,,
Kean Thornton,$10.24,,,,
KT-164804,$194.07,,,,
Kean Thornton,$194.07,,,,
KT-64651,$266.85,,,,
Kean Takahito,$266.85,,,,
KT-64652,$9.12,,,,
Kean Takahito,$9.12,,,,
KT-64653,$122.03,,,,
Kean Takahito,$122.03,,,,
KT-64801,$125.99,,,,
Kean Thornton,$125.99,,,,
KT-64802,-$587.75,,,,
Kean Thornton,-$587.75,,,,
KW-164351,$337.50,,,,
Katrina Willman,$337.50,,,,
KW-164352,"$1,101.72",,,,
Katrina Willman,"$1,101.72",,,,
KW-164353,-$169.31,,,,
Katrina Willman,-$169.31,,,,
KW-164354,"$1,756.14",,,,
Katrina Willman,"$1,756.14",,,,
KW-165701,"$1,537.82",,,,
Kelly Williams,"$1,537.82",,,,
KW-165702,$409.91,,,,
Kelly Williams,$409.91,,,,
KW-165703,$135.90,,,,
Kelly Williams,$135.90,,,,
KW-165704,$107.93,,,,
Kelly Williams,$107.93,,,,
KW-64351,$80.97,,,,
Katrina Willman,$80.97,,,,
KW-65701,$174.66,,,,
Kelly Williams,$174.66,,,,
KW-65702,$4.92,,,,
Kelly Williams,$4.92,,,,
LA-167801,$474.44,,,,
Laura Armstrong,$474.44,,,,
LA-167802,"$1,053.80",,,,
Laura Armstrong,"$1,053.80",,,,
LA-167803,$166.66,,,,
Laura Armstrong,$166.66,,,,
LA-167804,"$2,059.12",,,,
Laura Armstrong,"$2,059.12",,,,
LA-67801,$148.62,,,,
Laura Armstrong,$148.62,,,,
LA-67802,$59.67,,,,
Laura Armstrong,$59.67,,,,
LB-167351,$311.29,,,,
Larry Blacks,$311.29,,,,
LB-167352,$584.81,,,,
Larry Blacks,$584.81,,,,
LB-167353,$651.48,,,,
Larry Blacks,$651.48,,,,
LB-167354,$18.65,,,,
Larry Blacks,$18.65,,,,
LB-167951,"$1,517.92",,,,
Laurel Beltran,"$1,517.92",,,,
LB-167952,"$2,892.72",,,,
Laurel Beltran,"$2,892.72",,,,
LB-167953,$156.94,,,,
Laurel Beltran,$156.94,,,,
LB-167954,-$52.19,,,,
Laurel Beltran,-$52.19,,,,
LB-67351,$183.66,,,,
Larry Blacks,$183.66,,,,
LB-67352,$1.08,,,,
Larry Blacks,$1.08,,,,
LB-67353,-$86.49,,,,
Larry Blacks,-$86.49,,,,
LB-67951,-$262.94,,,,
Laurel Beltran,-$262.94,,,,
LB-67952,$50.79,,,,
Laurel Beltran,$50.79,,,,
LC-168701,$854.76,,,,
Lena Cacioppo,$854.76,,,,
LC-168702,$362.40,,,,
Lena Cacioppo,$362.40,,,,
LC-168703,$19.44,,,,
Lena Cacioppo,$19.44,,,,
LC-168704,-$188.25,,,,
Lena Cacioppo,-$188.25,,,,
LC-168851,$847.50,,,,
Lena Creighton,$847.50,,,,
LC-168852,-$290.02,,,,
Lena Creighton,-$290.02,,,,
LC-168853,-$520.35,,,,
Lena Creighton,-$520.35,,,,
LC-168854,"$1,288.35",,,,
Lena Creighton,"$1,288.35",,,,
LC-169301,$328.98,,,,
Linda Cazamias,$328.98,,,,
LC-169302,$722.97,,,,
Linda Cazamias,$722.97,,,,
LC-169303,$592.13,,,,
Linda Cazamias,$592.13,,,,
LC-169304,$288.27,,,,
Linda Cazamias,$288.27,,,,
LC-169601,$262.14,,,,
Lindsay Castell,$262.14,,,,
LC-169602,$830.09,,,,
Lindsay Castell,$830.09,,,,
LC-169603,-$25.73,,,,
Lindsay Castell,-$25.73,,,,
LC-169604,$299.48,,,,
Lindsay Castell,$299.48,,,,
LC-170501,-$167.65,,,,
Liz Carlisle,-$167.65,,,,
LC-170502,$665.84,,,,
Liz Carlisle,$665.84,,,,
LC-170503,$565.08,,,,
Liz Carlisle,$565.08,,,,
LC-170504,$86.78,,,,
Liz Carlisle,$86.78,,,,
LC-171401,$356.01,,,,
Logan Currie,$356.01,,,,
LC-171402,$633.28,,,,
Logan Currie,$633.28,,,,
LC-171403,$233.99,,,,
Logan Currie,$233.99,,,,
LC-171404,$231.13,,,,
Logan Currie,$231.13,,,,
LC-68701,-$190.96,,,,
Lena Cacioppo,-$190.96,,,,
LC-68702,$319.38,,,,
Lena Cacioppo,$319.38,,,,
LC-68851,-$146.65,,,,
Lena Creighton,-$146.65,,,,
LC-68852,$4.74,,,,
Lena Creighton,$4.74,,,,
LC-68853,-$11.05,,,,
Lena Creighton,-$11.05,,,,
LC-69301,$503.34,,,,
Linda Cazamias,$503.34,,,,
LC-69302,-$162.26,,,,
Linda Cazamias,-$162.26,,,,
LC-69601,$473.01,,,,
Lindsay Castell,$473.01,,,,
LC-69602,-$418.28,,,,
Lindsay Castell,-$418.28,,,,
LC-70501,$537.67,,,,
Liz Carlisle,$537.67,,,,
LC-70502,"$1,159.89",,,,
Liz Carlisle,"$1,159.89",,,,
LC-71401,$211.32,,,,
Logan Currie,$211.32,,,,
LC-71402,$135.66,,,,
Logan Currie,$135.66,,,,
LC-71403,$123.90,,,,
Logan Currie,$123.90,,,,
LD-168551,$258.37,,,,
Lela Donovan,$258.37,,,,
LD-168552,"$1,194.25",,,,
Lela Donovan,"$1,194.25",,,,
LD-168553,$360.11,,,,
Lela Donovan,$360.11,,,,
LD-168554,$0.46,,,,
Lela Donovan,$0.46,,,,
LD-170051,$974.53,,,,
Lisa DeCherney,$974.53,,,,
LD-170052,-$476.80,,,,
Lisa DeCherney,-$476.80,,,,
LD-170053,$197.74,,,,
Lisa DeCherney,$197.74,,,,
LD-170054,$557.17,,,,
Lisa DeCherney,$557.17,,,,
LD-68551,$89.71,,,,
Lela Donovan,$89.71,,,,
LD-68552,-$416.16,,,,
Lela Donovan,-$416.16,,,,
LD-70051,-$77.12,,,,
Lisa DeCherney,-$77.12,,,,
LD-70052,$8.61,,,,
Lisa DeCherney,$8.61,,,,
LD-70053,-$18.69,,,,
Lisa DeCherney,-$18.69,,,,
LE-168101,$227.02,,,,
Laurel Elliston,$227.02,,,,
LE-168102,"$1,216.11",,,,
Laurel Elliston,"$1,216.11",,,,
LE-168103,$132.23,,,,
Laurel Elliston,$132.23,,,,
LE-168104,$161.76,,,,
Laurel Elliston,$161.76,,,,
LE-68101,$287.91,,,,
Laurel Elliston,$287.91,,,,
LF-171851,-$29.10,,,,
Luke Foster,-$29.10,,,,
LF-171852,-$103.32,,,,
Luke Foster,-$103.32,,,,
LF-171853,$16.20,,,,
Luke Foster,$16.20,,,,
LF-171854,"-$3,583.98",,,,
Luke Foster,"-$3,583.98",,,,
LF-71851,$32.88,,,,
Luke Foster,$32.88,,,,
LF-71852,$22.97,,,,
Luke Foster,$22.97,,,,
LH-167501,-$92.27,,,,
Larry Hughes,-$92.27,,,,
LH-167502,$219.84,,,,
Larry Hughes,$219.84,,,,
LH-167503,$456.82,,,,
Larry Hughes,$456.82,,,,
LH-167504,$12.63,,,,
Larry Hughes,$12.63,,,,
LH-169001,$639.31,,,,
Lena Hernandez,$639.31,,,,
LH-169002,$55.50,,,,
Lena Hernandez,$55.50,,,,
LH-169003,-$225.49,,,,
Lena Hernandez,-$225.49,,,,
LH-169004,$526.07,,,,
Lena Hernandez,$526.07,,,,
LH-170201,$14.73,,,,
Lisa Hazard,$14.73,,,,
LH-170202,-$43.18,,,,
Lisa Hazard,-$43.18,,,,
LH-170203,"$1,311.53",,,,
Lisa Hazard,"$1,311.53",,,,
LH-170204,-$242.74,,,,
Lisa Hazard,-$242.74,,,,
LH-171551,-$469.26,,,,
Logan Haushalter,-$469.26,,,,
LH-171552,$907.19,,,,
Logan Haushalter,$907.19,,,,
LH-171553,-$5.38,,,,
Logan Haushalter,-$5.38,,,,
LH-171554,$316.52,,,,
Logan Haushalter,$316.52,,,,
LH-67501,$54.76,,,,
Larry Hughes,$54.76,,,,
LH-67502,-$10.57,,,,
Larry Hughes,-$10.57,,,,
LH-69001,$0.73,,,,
Lena Hernandez,$0.73,,,,
LH-69002,$1.26,,,,
Lena Hernandez,$1.26,,,,
LH-70201,$300.48,,,,
Lisa Hazard,$300.48,,,,
LH-70202,-$2.75,,,,
Lisa Hazard,-$2.75,,,,
LH-71551,$49.44,,,,
Logan Haushalter,$49.44,,,,
LH-71552,$50.22,,,,
Logan Haushalter,$50.22,,,,
LH-71553,$670.80,,,,
Logan Haushalter,$670.80,,,,
LL-168401,$709.37,,,,
Lauren Leatherbury,$709.37,,,,
LL-168402,-$954.87,,,,
Lauren Leatherbury,-$954.87,,,,
LL-168403,-$49.91,,,,
Lauren Leatherbury,-$49.91,,,,
LL-168404,$560.01,,,,
Lauren Leatherbury,$560.01,,,,
LL-68401,$410.88,,,,
Lauren Leatherbury,$410.88,,,,
LL-68402,$219.46,,,,
Lauren Leatherbury,$219.46,,,,
LM-170651,$124.02,,,,
Liz MacKendrick,$124.02,,,,
LM-170652,$329.09,,,,
Liz MacKendrick,$329.09,,,,
LM-170653,-$14.76,,,,
Liz MacKendrick,-$14.76,,,,
LM-170654,-$44.88,,,,
Liz MacKendrick,-$44.88,,,,
LM-70651,$426.06,,,,
Liz MacKendrick,$426.06,,,,
LM-70652,"$1,048.62",,,,
Liz MacKendrick,"$1,048.62",,,,
LO-171701,$570.36,,,,
Lori Olson,$570.36,,,,
LO-171702,"$1,171.37",,,,
Lori Olson,"$1,171.37",,,,
LO-171703,$427.81,,,,
Lori Olson,$427.81,,,,
LO-171704,$150.17,,,,
Lori Olson,$150.17,,,,
LO-71701,$424.32,,,,
Lori Olson,$424.32,,,,
